sample_id,piece_id,cavity_id,shape_family,is_mvp,rotation_deg,label,split,heldout_family_fold,cavity_source,piece_height_mm,cavity_depth_mm,p_mask_area_px,c_mask_area_px,iou
1050,rectangle_004,rectangle_004_cav01,rectangle,False,60,1,train,0,other_piece_matching,110.669,33.303,4880,10004,0.453352
1051,rectangle_004,rectangle_004_cav01,rectangle,False,70,1,train,0,other_piece_matching,110.669,33.303,4842,10004,0.458856
1052,rectangle_004,rectangle_004_cav01,rectangle,False,80,1,val,0,other_piece_matching,110.669,33.303,4894,10004,0.470622
1053,rectangle_004,rectangle_004_cav01,rectangle,False,90,1,train,0,other_piece_matching,110.669,33.303,4800,10004,0.478909
1054,rectangle_004,rectangle_004_cav01,rectangle,False,100,1,test,0,other_piece_matching,110.669,33.303,4894,10004,0.470622
1055,rectangle_004,rectangle_004_cav01,rectangle,False,110,1,val,0,other_piece_matching,110.669,33.303,4842,10004,0.458856
1056,rectangle_004,rectangle_004_cav01,rectangle,False,120,1,train,0,other_piece_matching,110.669,33.303,4880,10004,0.453352
1057,rectangle_004,rectangle_004_cav01,rectangle,False,130,1,train,0,other_piece_matching,110.669,33.303,4852,10004,0.455319
1058,rectangle_004,rectangle_004_cav01,rectangle,False,140,1,train,0,other_piece_matching,110.669,33.303,4852,10004,0.461163
1059,rectangle_004,rectangle_004_cav01,rectangle,False,150,1,train,0,other_piece_matching,110.669,33.303,4880,10004,0.469434
1060,rectangle_004,rectangle_004_cav01,rectangle,False,160,1,train,0,other_piece_matching,110.669,33.303,4842,10004,0.479929
1061,rectangle_004,rectangle_004_cav01,rectangle,False,170,1,val,0,other_piece_matching,110.669,33.303,4894,10004,0.482005
1062,rectangle_004,rectangle_004_cav01,rectangle,False,180,1,train,0,other_piece_matching,110.669,33.303,4800,10004,0.478909
1063,rectangle_004,rectangle_004_cav01,rectangle,False,190,1,train,0,other_piece_matching,110.669,33.303,4894,10004,0.482005
1064,rectangle_004,rectangle_004_cav01,rectangle,False,200,1,train,0,other_piece_matching,110.669,33.303,4842,10004,0.479929
1065,rectangle_004,rectangle_004_cav01,rectangle,False,210,1,val,0,other_piece_matching,110.669,33.303,4880,10004,0.469434
1066,rectangle_004,rectangle_004_cav01,rectangle,False,220,1,test,0,other_piece_matching,110.669,33.303,4852,10004,0.461163
1067,rectangle_004,rectangle_004_cav01,rectangle,False,230,1,train,0,other_piece_matching,110.669,33.303,4852,10004,0.455319
1068,rectangle_004,rectangle_004_cav01,rectangle,False,240,1,train,0,other_piece_matching,110.669,33.303,4880,10004,0.453352
1069,rectangle_004,rectangle_004_cav01,rectangle,False,250,1,train,0,other_piece_matching,110.669,33.303,4842,10004,0.458856
1070,rectangle_004,rectangle_004_cav01,rectangle,False,260,1,train,0,other_piece_matching,110.669,33.303,4894,10004,0.470622
1071,rectangle_004,rectangle_004_cav01,rectangle,False,270,1,train,0,other_piece_matching,110.669,33.303,4800,10004,0.478909
1072,rectangle_004,rectangle_004_cav01,rectangle,False,280,1,val,0,other_piece_matching,110.669,33.303,4894,10004,0.470622
1073,rectangle_004,rectangle_004_cav01,rectangle,False,290,1,train,0,other_piece_matching,110.669,33.303,4842,10004,0.458856
1074,rectangle_004,rectangle_004_cav01,rectangle,False,300,1,test,0,other_piece_matching,110.669,33.303,4880,10004,0.453352
1075,rectangle_004,rectangle_004_cav01,rectangle,False,310,1,val,0,other_piece_matching,110.669,33.303,4852,10004,0.455319
1076,rectangle_004,rectangle_004_cav01,rectangle,False,320,1,train,0,other_piece_matching,110.669,33.303,4852,10004,0.461163
1077,rectangle_004,rectangle_004_cav01,rectangle,False,330,1,train,0,other_piece_matching,110.669,33.303,4880,10004,0.469434
1078,rectangle_004,rectangle_004_cav01,rectangle,False,340,1,val,0,other_piece_matching,110.669,33.303,4842,10004,0.479929
1079,rectangle_004,rectangle_004_cav01,rectangle,False,350,1,train,0,other_piece_matching,110.669,33.303,4894,10004,0.482005
1080,rectangle_004,rectangle_004_cav02,rectangle,False,0,0,train,0,scale_minus_20_percent,110.669,22.813,4800,3072,0.638384
1081,rectangle_004,rectangle_004_cav02,rectangle,False,10,0,train,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.634283
1082,rectangle_004,rectangle_004_cav02,rectangle,False,20,0,train,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.624908
1083,rectangle_004,rectangle_004_cav02,rectangle,False,30,0,test,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.606004
1084,rectangle_004,rectangle_004_cav02,rectangle,False,40,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.587206
1085,rectangle_004,rectangle_004_cav02,rectangle,False,50,0,val,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.575993
1086,rectangle_004,rectangle_004_cav02,rectangle,False,60,0,train,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.571808
1087,rectangle_004,rectangle_004_cav02,rectangle,False,70,0,train,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.572336
1088,rectangle_004,rectangle_004_cav02,rectangle,False,80,0,val,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.581483
1089,rectangle_004,rectangle_004_cav02,rectangle,False,90,0,val,0,scale_minus_20_percent,110.669,22.813,4800,3072,0.587084
1090,rectangle_004,rectangle_004_cav02,rectangle,False,100,0,train,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.581483
1091,rectangle_004,rectangle_004_cav02,rectangle,False,110,0,train,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.572336
1092,rectangle_004,rectangle_004_cav02,rectangle,False,120,0,val,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.571808
1093,rectangle_004,rectangle_004_cav02,rectangle,False,130,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.575993
1094,rectangle_004,rectangle_004_cav02,rectangle,False,140,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.587206
1095,rectangle_004,rectangle_004_cav02,rectangle,False,150,0,test,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.606004
1096,rectangle_004,rectangle_004_cav02,rectangle,False,160,0,test,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.624908
1097,rectangle_004,rectangle_004_cav02,rectangle,False,170,0,val,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.634283
1098,rectangle_004,rectangle_004_cav02,rectangle,False,180,0,train,0,scale_minus_20_percent,110.669,22.813,4800,3072,0.638384
1099,rectangle_004,rectangle_004_cav02,rectangle,False,190,0,test,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.634283
1100,rectangle_004,rectangle_004_cav02,rectangle,False,200,0,val,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.624908
1101,rectangle_004,rectangle_004_cav02,rectangle,False,210,0,train,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.606004
1102,rectangle_004,rectangle_004_cav02,rectangle,False,220,0,val,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.587206
1103,rectangle_004,rectangle_004_cav02,rectangle,False,230,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.575993
1104,rectangle_004,rectangle_004_cav02,rectangle,False,240,0,train,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.571808
1105,rectangle_004,rectangle_004_cav02,rectangle,False,250,0,train,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.572336
1106,rectangle_004,rectangle_004_cav02,rectangle,False,260,0,train,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.581483
1107,rectangle_004,rectangle_004_cav02,rectangle,False,270,0,train,0,scale_minus_20_percent,110.669,22.813,4800,3072,0.587084
1108,rectangle_004,rectangle_004_cav02,rectangle,False,280,0,train,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.581483
1109,rectangle_004,rectangle_004_cav02,rectangle,False,290,0,train,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.572336
1110,rectangle_004,rectangle_004_cav02,rectangle,False,300,0,train,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.571808
1111,rectangle_004,rectangle_004_cav02,rectangle,False,310,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.575993
1112,rectangle_004,rectangle_004_cav02,rectangle,False,320,0,train,0,scale_minus_20_percent,110.669,22.813,4852,3072,0.587206
1113,rectangle_004,rectangle_004_cav02,rectangle,False,330,0,train,0,scale_minus_20_percent,110.669,22.813,4880,3072,0.606004
1114,rectangle_004,rectangle_004_cav02,rectangle,False,340,0,test,0,scale_minus_20_percent,110.669,22.813,4842,3072,0.624908
1115,rectangle_004,rectangle_004_cav02,rectangle,False,350,0,val,0,scale_minus_20_percent,110.669,22.813,4894,3072,0.634283
1116,rectangle_004,rectangle_004_cav03,rectangle,False,0,0,train,0,scale_plus_10_percent,110.669,25.597,4800,5808,0.830723
1117,rectangle_004,rectangle_004_cav03,rectangle,False,10,0,test,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.81027
1118,rectangle_004,rectangle_004_cav03,rectangle,False,20,0,train,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.742793
1119,rectangle_004,rectangle_004_cav03,rectangle,False,30,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.693368
1120,rectangle_004,rectangle_004_cav03,rectangle,False,40,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.664479
1121,rectangle_004,rectangle_004_cav03,rectangle,False,50,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.650787
1122,rectangle_004,rectangle_004_cav03,rectangle,False,60,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.645619
1123,rectangle_004,rectangle_004_cav03,rectangle,False,70,0,test,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.637213
1124,rectangle_004,rectangle_004_cav03,rectangle,False,80,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.615653
1125,rectangle_004,rectangle_004_cav03,rectangle,False,90,0,train,0,scale_plus_10_percent,110.669,25.597,4800,5808,0.602174
1126,rectangle_004,rectangle_004_cav03,rectangle,False,100,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.615653
1127,rectangle_004,rectangle_004_cav03,rectangle,False,110,0,val,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.637213
1128,rectangle_004,rectangle_004_cav03,rectangle,False,120,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.645619
1129,rectangle_004,rectangle_004_cav03,rectangle,False,130,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.650787
1130,rectangle_004,rectangle_004_cav03,rectangle,False,140,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.664479
1131,rectangle_004,rectangle_004_cav03,rectangle,False,150,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.693368
1132,rectangle_004,rectangle_004_cav03,rectangle,False,160,0,train,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.742793
1133,rectangle_004,rectangle_004_cav03,rectangle,False,170,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.81027
1134,rectangle_004,rectangle_004_cav03,rectangle,False,180,0,train,0,scale_plus_10_percent,110.669,25.597,4800,5808,0.830723
1135,rectangle_004,rectangle_004_cav03,rectangle,False,190,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.81027
1136,rectangle_004,rectangle_004_cav03,rectangle,False,200,0,train,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.742793
1137,rectangle_004,rectangle_004_cav03,rectangle,False,210,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.693368
1138,rectangle_004,rectangle_004_cav03,rectangle,False,220,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.664479
1139,rectangle_004,rectangle_004_cav03,rectangle,False,230,0,test,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.650787
1140,rectangle_004,rectangle_004_cav03,rectangle,False,240,0,train,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.645619
1141,rectangle_004,rectangle_004_cav03,rectangle,False,250,0,train,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.637213
1142,rectangle_004,rectangle_004_cav03,rectangle,False,260,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.615653
1143,rectangle_004,rectangle_004_cav03,rectangle,False,270,0,test,0,scale_plus_10_percent,110.669,25.597,4800,5808,0.602174
1144,rectangle_004,rectangle_004_cav03,rectangle,False,280,0,test,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.615653
1145,rectangle_004,rectangle_004_cav03,rectangle,False,290,0,train,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.637213
1146,rectangle_004,rectangle_004_cav03,rectangle,False,300,0,test,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.645619
1147,rectangle_004,rectangle_004_cav03,rectangle,False,310,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.650787
1148,rectangle_004,rectangle_004_cav03,rectangle,False,320,0,train,0,scale_plus_10_percent,110.669,25.597,4852,5808,0.664479
1149,rectangle_004,rectangle_004_cav03,rectangle,False,330,0,test,0,scale_plus_10_percent,110.669,25.597,4880,5808,0.693368
1150,rectangle_004,rectangle_004_cav03,rectangle,False,340,0,val,0,scale_plus_10_percent,110.669,25.597,4842,5808,0.742793
1151,rectangle_004,rectangle_004_cav03,rectangle,False,350,0,train,0,scale_plus_10_percent,110.669,25.597,4894,5808,0.81027
1152,rectangle_004,rectangle_004_cav04,rectangle,False,0,0,test,0,zero_clearance,110.669,26.439,4800,4800,1.0
1153,rectangle_004,rectangle_004_cav04,rectangle,False,10,0,train,0,zero_clearance,110.669,26.439,4894,4800,0.857722
1154,rectangle_004,rectangle_004_cav04,rectangle,False,20,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.769515
1155,rectangle_004,rectangle_004_cav04,rectangle,False,30,0,train,0,zero_clearance,110.669,26.439,4880,4800,0.714814
1156,rectangle_004,rectangle_004_cav04,rectangle,False,40,0,train,0,zero_clearance,110.669,26.439,4852,4800,0.683071
1157,rectangle_004,rectangle_004_cav04,rectangle,False,50,0,train,0,zero_clearance,110.669,26.439,4852,4800,0.669347
1158,rectangle_004,rectangle_004_cav04,rectangle,False,60,0,val,0,zero_clearance,110.669,26.439,4880,4800,0.66691
1159,rectangle_004,rectangle_004_cav04,rectangle,False,70,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.660683
1160,rectangle_004,rectangle_004_cav04,rectangle,False,80,0,val,0,zero_clearance,110.669,26.439,4894,4800,0.623229
1161,rectangle_004,rectangle_004_cav04,rectangle,False,90,0,train,0,zero_clearance,110.669,26.439,4800,4800,0.609756
1162,rectangle_004,rectangle_004_cav04,rectangle,False,100,0,val,0,zero_clearance,110.669,26.439,4894,4800,0.623229
1163,rectangle_004,rectangle_004_cav04,rectangle,False,110,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.660683
1164,rectangle_004,rectangle_004_cav04,rectangle,False,120,0,test,0,zero_clearance,110.669,26.439,4880,4800,0.66691
1165,rectangle_004,rectangle_004_cav04,rectangle,False,130,0,val,0,zero_clearance,110.669,26.439,4852,4800,0.669347
1166,rectangle_004,rectangle_004_cav04,rectangle,False,140,0,train,0,zero_clearance,110.669,26.439,4852,4800,0.683071
1167,rectangle_004,rectangle_004_cav04,rectangle,False,150,0,train,0,zero_clearance,110.669,26.439,4880,4800,0.714814
1168,rectangle_004,rectangle_004_cav04,rectangle,False,160,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.769515
1169,rectangle_004,rectangle_004_cav04,rectangle,False,170,0,train,0,zero_clearance,110.669,26.439,4894,4800,0.857722
1170,rectangle_004,rectangle_004_cav04,rectangle,False,180,0,test,0,zero_clearance,110.669,26.439,4800,4800,1.0
1171,rectangle_004,rectangle_004_cav04,rectangle,False,190,0,val,0,zero_clearance,110.669,26.439,4894,4800,0.857722
1172,rectangle_004,rectangle_004_cav04,rectangle,False,200,0,val,0,zero_clearance,110.669,26.439,4842,4800,0.769515
1173,rectangle_004,rectangle_004_cav04,rectangle,False,210,0,val,0,zero_clearance,110.669,26.439,4880,4800,0.714814
1174,rectangle_004,rectangle_004_cav04,rectangle,False,220,0,train,0,zero_clearance,110.669,26.439,4852,4800,0.683071
1175,rectangle_004,rectangle_004_cav04,rectangle,False,230,0,train,0,zero_clearance,110.669,26.439,4852,4800,0.669347
1176,rectangle_004,rectangle_004_cav04,rectangle,False,240,0,val,0,zero_clearance,110.669,26.439,4880,4800,0.66691
1177,rectangle_004,rectangle_004_cav04,rectangle,False,250,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.660683
1178,rectangle_004,rectangle_004_cav04,rectangle,False,260,0,train,0,zero_clearance,110.669,26.439,4894,4800,0.623229
1179,rectangle_004,rectangle_004_cav04,rectangle,False,270,0,train,0,zero_clearance,110.669,26.439,4800,4800,0.609756
1180,rectangle_004,rectangle_004_cav04,rectangle,False,280,0,train,0,zero_clearance,110.669,26.439,4894,4800,0.623229
1181,rectangle_004,rectangle_004_cav04,rectangle,False,290,0,train,0,zero_clearance,110.669,26.439,4842,4800,0.660683
1182,rectangle_004,rectangle_004_cav04,rectangle,False,300,0,val,0,zero_clearance,110.669,26.439,4880,4800,0.66691
1183,rectangle_004,rectangle_004_cav04,rectangle,False,310,0,test,0,zero_clearance,110.669,26.439,4852,4800,0.669347
1184,rectangle_004,rectangle_004_cav04,rectangle,False,320,0,test,0,zero_clearance,110.669,26.439,4852,4800,0.683071
1185,rectangle_004,rectangle_004_cav04,rectangle,False,330,0,val,0,zero_clearance,110.669,26.439,4880,4800,0.714814
1186,rectangle_004,rectangle_004_cav04,rectangle,False,340,0,test,0,zero_clearance,110.669,26.439,4842,4800,0.769515
1187,rectangle_004,rectangle_004_cav04,rectangle,False,350,0,test,0,zero_clearance,110.669,26.439,4894,4800,0.857722
1188,rectangle_004,rectangle_004_cav05,rectangle,False,0,0,train,0,shallow_depth,110.669,1.782,4800,5084,0.967301
1189,rectangle_004,rectangle_004_cav05,rectangle,False,10,0,train,0,shallow_depth,110.669,1.782,4894,5084,0.856609
1190,rectangle_004,rectangle_004_cav05,rectangle,False,20,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.768448
1191,rectangle_004,rectangle_004_cav05,rectangle,False,30,0,val,0,shallow_depth,110.669,1.782,4880,5084,0.71362
1192,rectangle_004,rectangle_004_cav05,rectangle,False,40,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.681783
1193,rectangle_004,rectangle_004_cav05,rectangle,False,50,0,val,0,shallow_depth,110.669,1.782,4852,5084,0.667753
1194,rectangle_004,rectangle_004_cav05,rectangle,False,60,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.664533
1195,rectangle_004,rectangle_004_cav05,rectangle,False,70,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.657069
1196,rectangle_004,rectangle_004_cav05,rectangle,False,80,0,train,0,shallow_depth,110.669,1.782,4894,5084,0.619694
1197,rectangle_004,rectangle_004_cav05,rectangle,False,90,0,train,0,shallow_depth,110.669,1.782,4800,5084,0.606318
1198,rectangle_004,rectangle_004_cav05,rectangle,False,100,0,test,0,shallow_depth,110.669,1.782,4894,5084,0.619694
1199,rectangle_004,rectangle_004_cav05,rectangle,False,110,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.657069
1200,rectangle_004,rectangle_004_cav05,rectangle,False,120,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.664533
1201,rectangle_004,rectangle_004_cav05,rectangle,False,130,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.667753
1202,rectangle_004,rectangle_004_cav05,rectangle,False,140,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.681783
1203,rectangle_004,rectangle_004_cav05,rectangle,False,150,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.71362
1204,rectangle_004,rectangle_004_cav05,rectangle,False,160,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.768448
1205,rectangle_004,rectangle_004_cav05,rectangle,False,170,0,train,0,shallow_depth,110.669,1.782,4894,5084,0.856609
1206,rectangle_004,rectangle_004_cav05,rectangle,False,180,0,val,0,shallow_depth,110.669,1.782,4800,5084,0.967301
1207,rectangle_004,rectangle_004_cav05,rectangle,False,190,0,val,0,shallow_depth,110.669,1.782,4894,5084,0.856609
1208,rectangle_004,rectangle_004_cav05,rectangle,False,200,0,val,0,shallow_depth,110.669,1.782,4842,5084,0.768448
1209,rectangle_004,rectangle_004_cav05,rectangle,False,210,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.71362
1210,rectangle_004,rectangle_004_cav05,rectangle,False,220,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.681783
1211,rectangle_004,rectangle_004_cav05,rectangle,False,230,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.667753
1212,rectangle_004,rectangle_004_cav05,rectangle,False,240,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.664533
1213,rectangle_004,rectangle_004_cav05,rectangle,False,250,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.657069
1214,rectangle_004,rectangle_004_cav05,rectangle,False,260,0,test,0,shallow_depth,110.669,1.782,4894,5084,0.619694
1215,rectangle_004,rectangle_004_cav05,rectangle,False,270,0,train,0,shallow_depth,110.669,1.782,4800,5084,0.606318
1216,rectangle_004,rectangle_004_cav05,rectangle,False,280,0,train,0,shallow_depth,110.669,1.782,4894,5084,0.619694
1217,rectangle_004,rectangle_004_cav05,rectangle,False,290,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.657069
1218,rectangle_004,rectangle_004_cav05,rectangle,False,300,0,test,0,shallow_depth,110.669,1.782,4880,5084,0.664533
1219,rectangle_004,rectangle_004_cav05,rectangle,False,310,0,train,0,shallow_depth,110.669,1.782,4852,5084,0.667753
1220,rectangle_004,rectangle_004_cav05,rectangle,False,320,0,val,0,shallow_depth,110.669,1.782,4852,5084,0.681783
1221,rectangle_004,rectangle_004_cav05,rectangle,False,330,0,train,0,shallow_depth,110.669,1.782,4880,5084,0.71362
1222,rectangle_004,rectangle_004_cav05,rectangle,False,340,0,train,0,shallow_depth,110.669,1.782,4842,5084,0.768448
1223,rectangle_004,rectangle_004_cav05,rectangle,False,350,0,train,0,shallow_depth,110.669,1.782,4894,5084,0.856609
1224,rectangle_004,rectangle_004_cav06,rectangle,False,0,0,test,0,other_piece_no_clearance,110.669,11.163,4800,1260,0.235091
1225,rectangle_004,rectangle_004_cav06,rectangle,False,10,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.228187
1226,rectangle_004,rectangle_004_cav06,rectangle,False,20,0,train,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.225652
1227,rectangle_004,rectangle_004_cav06,rectangle,False,30,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.226083
1228,rectangle_004,rectangle_004_cav06,rectangle,False,40,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.227778
1229,rectangle_004,rectangle_004_cav06,rectangle,False,50,0,val,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.232612
1230,rectangle_004,rectangle_004_cav06,rectangle,False,60,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.240891
1231,rectangle_004,rectangle_004_cav06,rectangle,False,70,0,val,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.249549
1232,rectangle_004,rectangle_004_cav06,rectangle,False,80,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.25358
1233,rectangle_004,rectangle_004_cav06,rectangle,False,90,0,train,0,other_piece_no_clearance,110.669,11.163,4800,1260,0.252983
1234,rectangle_004,rectangle_004_cav06,rectangle,False,100,0,test,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.248609
1235,rectangle_004,rectangle_004_cav06,rectangle,False,110,0,test,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.247504
1236,rectangle_004,rectangle_004_cav06,rectangle,False,120,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.248515
1237,rectangle_004,rectangle_004_cav06,rectangle,False,130,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.24969
1238,rectangle_004,rectangle_004_cav06,rectangle,False,140,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.252631
1239,rectangle_004,rectangle_004_cav06,rectangle,False,150,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.25585
1240,rectangle_004,rectangle_004_cav06,rectangle,False,160,0,train,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.251097
1241,rectangle_004,rectangle_004_cav06,rectangle,False,170,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.241617
1242,rectangle_004,rectangle_004_cav06,rectangle,False,180,0,val,0,other_piece_no_clearance,110.669,11.163,4800,1260,0.235091
1243,rectangle_004,rectangle_004_cav06,rectangle,False,190,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.228187
1244,rectangle_004,rectangle_004_cav06,rectangle,False,200,0,train,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.225652
1245,rectangle_004,rectangle_004_cav06,rectangle,False,210,0,test,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.226083
1246,rectangle_004,rectangle_004_cav06,rectangle,False,220,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.227778
1247,rectangle_004,rectangle_004_cav06,rectangle,False,230,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.232612
1248,rectangle_004,rectangle_004_cav06,rectangle,False,240,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.240891
1249,rectangle_004,rectangle_004_cav06,rectangle,False,250,0,test,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.249549
1250,rectangle_004,rectangle_004_cav06,rectangle,False,260,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.25358
1251,rectangle_004,rectangle_004_cav06,rectangle,False,270,0,train,0,other_piece_no_clearance,110.669,11.163,4800,1260,0.252983
1252,rectangle_004,rectangle_004_cav06,rectangle,False,280,0,train,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.248609
1253,rectangle_004,rectangle_004_cav06,rectangle,False,290,0,train,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.247504
1254,rectangle_004,rectangle_004_cav06,rectangle,False,300,0,train,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.248515
1255,rectangle_004,rectangle_004_cav06,rectangle,False,310,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.24969
1256,rectangle_004,rectangle_004_cav06,rectangle,False,320,0,train,0,other_piece_no_clearance,110.669,11.163,4852,1260,0.252631
1257,rectangle_004,rectangle_004_cav06,rectangle,False,330,0,val,0,other_piece_no_clearance,110.669,11.163,4880,1260,0.25585
1258,rectangle_004,rectangle_004_cav06,rectangle,False,340,0,train,0,other_piece_no_clearance,110.669,11.163,4842,1260,0.251097
1259,rectangle_004,rectangle_004_cav06,rectangle,False,350,0,test,0,other_piece_no_clearance,110.669,11.163,4894,1260,0.241617
1260,rectangle_005,rectangle_005_cav00,rectangle,False,0,1,train,0,matching_clearance,30.607,98.166,2592,2688,0.952657
1261,rectangle_005,rectangle_005_cav00,rectangle,False,10,1,train,0,matching_clearance,30.607,98.166,2610,2688,0.860372
1262,rectangle_005,rectangle_005_cav00,rectangle,False,20,0,train,0,matching_clearance,30.607,98.166,2576,2688,0.775849
1263,rectangle_005,rectangle_005_cav00,rectangle,False,30,0,train,0,matching_clearance,30.607,98.166,2548,2688,0.726172
1264,rectangle_005,rectangle_005_cav00,rectangle,False,40,0,train,0,matching_clearance,30.607,98.166,2604,2688,0.701666
1265,rectangle_005,rectangle_005_cav00,rectangle,False,50,0,train,0,matching_clearance,30.607,98.166,2604,2688,0.697728
